@relation wilt-training

@attribute GLCM_pan real
@attribute Mean_Green real
@attribute Mean_Red real
@attribute Mean_NIR real
@attribute SD_pan real
@attribute class {w, n}

@data
108.8173,228.7692,98.1538,686.1538,22.6575,n
132.0224,217.7917,99.9167,625.8125,27.8150,n
127.0266,220.3009,101.2920,693.7788,28.9191,n
136.7604,202.0706,90.1176,527.9294,24.6596,n
149.3594,213.5000,100.1667,650.7500,17.5410,n
125.0506,240.2800,116.8400,408.2000,20.0629,n
110.1019,251.7692,120.7692,903.0000,23.0513,n
113.2031,229.5000,103.3333,725.6667,30.5896,n
129.9505,213.7857,94.2143,628.6429,42.9499,n
138.0681,209.6226,89.9623,588.4340,23.3422,n
126.5180,267.5522,154.6119,338.4925,21.7726,n
116.9465,199.8537,85.2439,422.5854,38.5532,n
107.4314,224.9545,102.3182,695.6818,17.0985,n
140.2177,212.6486,99.1892,628.2432,34.2105,n
118.5111,225.2105,100.6316,702.7544,26.4165,n
108.3113,216.2927,95.4634,651.2683,20.9799,n
148.2175,218.6800,95.8000,604.0000,36.1176,n
124.7113,225.3810,101.9524,648.0476,29.9538,n
123.2321,209.0000,91.0000,216.8000,20.2170,n
119.8656,208.3053,93.2000,565.9579,31.3630,n
154.3317,208.7692,93.8462,561.3077,11.9218,n
143.0895,200.9500,86.6000,445575.0000,26.6857,n
127.0126,210.3143,93.0571,532.8286,29.9346,n
121.0149,263.7619,146.4286,237.0952,34.2019,n
126.9251,220.2609,101.2174,694.7609,31.2737,n
133.4945,222.0000,96.6500,651775.0000,34.6935,n
128.2244,248.0769,114.4308,854.5846,25.8951,n
132.6905,214.8372,95.3721,638.4651,19.8897,n
118.5245,214.6304,95.8913,549.8913,38.4602,n
138.0171,224.3636,104.0000,721.6364,20.6137,n
124.2941,204.3529,91.8824,544.7647,24.3674,n
140.8507,205.1389,90.2500,472.6111,22.2346,n
119.1310,210.6548,93.2381,623.3095,26.0542,n
121.5174,230.5417,103.0417,768125.0000,28.7014,n
117.5302,237.1290,107.6129,786.0968,58.5936,n
133.2803,225.4667,102.0000,725.2000,15.7880,n
123.3655,262.0714,138.3214,244.5000,24.0615,n
130.8841,214.1474,103.0064,163.4038,15.8608,n
134.2291,198.7000,86.1429,377.9571,28.8967,n
118.4349,227.6667,106.4583,736.8333,23.1223,n
101.5135,231.2857,106.4286,791.5714,21.2785,n
123.4402,205.1818,88.4242,515.0303,26.2055,n
137.9896,208.0000,96.0000,562.6667,34.3838,n
162.4500,217.8000,97.0000,672.6000,25.3030,n
134.8095,189.2500,76.1667,230.1111,10.9583,n
125.6719,189.5500,82.3500,251575.0000,17.8627,n
132.0808,188.9362,75.8511,250.0851,18.1659,n
122.9214,191.4194,84.9355,315.1613,21.5042,n
128.4590,198.6429,88.6786,340.0179,27.1523,n
121.3319,202.3111,88.9556,468.4000,21.8468,n
121624.0000,222.8023,103.8256,669.9535,26.4675,n
132.1579,212.2131,99.5246,532.7869,29.2761,n
132.4395,210.3548,95.1290,637.2581,29.6702,n
140.7318,217.9545,97.0227,649.3636,29.2174,n
122.5149,254.3333,120.0000,885.4286,35.0353,n
119.8541,212.7470,97.4819,575.0120,32.4726,n
105.2670,216.3333,101.6667,684.6667,12.6433,n
118.8636,242.7879,121.3939,552.4545,28.2117,n
106.5556,201.2222,83.5556,467.6667,33.4269,n
144.0314,196.5000,88.5500,455.8000,16.8846,n
119.0456,205.4828,92.8621,527.5862,30.3857,n
135.1489,199525.0000,90.1500,472.5500,28.7862,n
150.8594,220.0000,103.0000,622.0000,25.3571,n
140.6184,210.1923,94.5385,600.5000,25.4577,n
140.6027,220.7143,105.5714,666.1429,46.5153,n
124.5426,251.4151,119.7547,914.9434,31.5081,n
107.6357,250.1200,118.9200,943.7600,22.2881,n
130.4826,204.6286,97.5429,111.5429,4.2465,n
135.9862,245.7391,124.2609,384.9130,24.5231,n
135.6218,212.1333,93.4000,512.4000,25.8933,n
128.5747,221.8657,102.1119,614.0597,30.0847,n
108.9473,226.0811,105.3784,704.1622,27.4990,n
123.8305,250.9333,119.8500,793.5167,19.2877,n
105.9145,219.7273,97.6364,606.2273,18.2798,n
126.4014,231.1500,105.5300,704.0500,31.8962,n
132.4309,214.1456,99.0971,609.5631,23.3666,n
153.8594,206.0000,91.0000,549.0000,13.1125,n
115.1932,199.0909,82.1818,431.8182,37.5652,n
103.4167,223.0000,102.1111,623.1111,22.1566,n
132.2929,228.1333,109.5333,693.7333,32.8245,n
118.4945,224.0870,102.6522,637.9130,32.4210,n
136.0095,213.1818,97.0000,593.4848,37.9989,n
130.3588,200.2703,89.9459,444.1622,34.0989,n
104.2652,231.2800,106.6400,718.2800,24.7918,n
87.4844,277.0000,129.0000,965.0000,4.6570,n
117.5250,233.9167,112.9444,707.9861,21.1950,n
134.0718,240.0435,113.3116,749.1159,28.7155,n
154.8563,222.3000,102.3000,654.1000,21.6988,n
137.4569,233.7073,108.1951,688.9756,39.7927,n
130.8854,266256.0000,148272.0000,429384.0000,21.2110,n
136.3711,238.5000,114.9167,730.2500,26.3507,n
131.0293,243.0909,112.5455,867.0341,21.9894,n
157.3646,239.3333,117.3333,712.3333,19.7203,n
116.5362,262.3171,134.9268,659.1707,16.6953,n
116.5752,254.6000,122.6444,738.5556,29.2593,n
136.4927,261.7692,137.1538,438.7692,19.5021,n
116.7797,212.6667,99.2667,335.8667,23.0657,n
120.2044,240.2353,118.9706,705.1912,26.9332,n
137165.0000,250.8400,121.1600,790.5200,21.8546,n
170.2969,242.0000,109.0000,789.0000,11.7553,n
147.1944,251.8889,129.9444,691.5556,25.3446,n
134.5964,255.0769,131.4103,659.6410,22.8061,n
114.5625,228375.0000,105625.0000,661.5000,31.8745,n
136.1349,219.0263,105.9737,568.5263,46.7522,n
115.1364,242.9091,113.6364,652.5455,22.5583,n
128.3210,250.4000,136.7636,186.5000,22.3415,n
133.6448,245.5000,118.3594,682.1719,38.2430,n
120.1087,253.5556,131.3175,612.4127,31.6813,n
119.3716,246.0206,120.2371,708.9588,24.5082,n
134.1033,268.5426,127.2553,887.0638,35.5044,n
132.2441,211.5000,107.7500,444.2500,29.9121,n
132.2490,188.0634,78.3951,367.4244,20.6219,n
123.2974,189.8000,80.5889,397.2111,35.0302,n
132.9222,185.7662,78.5584,349.4026,25.5911,n
134.4332,185.5169,81.5843,306.7528,16.8743,n
129.7300,171.5974,70.4026,206.8179,10.5117,n
131.5022,236.1034,113.9655,599.3103,27.3744,n
124.7851,204.2676,91.2535,523.9296,35.9251,n
119.8962,193.3571,87.6786,332.2143,11.6139,n
122125.0000,205.3208,91.0566,399.2453,17.4340,n
131.1307,258.4775,121.6011,716.6124,24.6331,n
117.5700,249.9231,124.9615,650.6346,20.0551,n
128.3849,201.5897,88.8718,502.1795,18.7304,n
117.5590,210.8788,95.1667,607.5152,22.2315,n
124.8796,172.3000,67.5167,232.3167,12.9183,n
129.4375,214.7647,100.0000,438.8824,45.1351,n
117.9140,205.2621,91.3204,433.7670,28.0148,n
128.7745,180.7273,77.3258,311.7348,26.1829,n
127.3032,252.3974,118.1523,653.6755,18.2522,n
128.6147,247.8506,123.0115,601.0230,11.6304,n
146.4464,213.9286,97.2143,653.0714,29.0404,n
125.4042,246.0333,112.3667,865.3000,21.0144,n
110.5147,222.0588,100.5882,692.4706,27.3816,n
126.6036,257.0943,118.2264,808.2264,20.9452,n
126.1952,270.4796,125.9388,744.3265,13.6628,n
143.0870,195.8077,89.8462,424.5000,22.3616,n
138.9063,222.0000,98.0000,668.0000,52.0000,n
125.8571,246.1429,120.0952,500.1905,17.6324,n
116.3544,252.1642,113.4328,879.0149,20.5669,n
118.8078,276.0000,133.4412,718.5294,17.0985,n
131.3108,244.4400,110.7200,522.6400,41.0628,n
128.2583,215.2667,92.6000,395.3333,34.0098,n
113.8681,217.7778,92.4444,623.7778,53.8620,n
134.7873,186.0000,78.2857,373.1429,14.4401,n
136.0576,198.6923,84.4769,249.6308,8.5954,n
135.9869,199.0000,82.2500,423.3333,22.8263,n
135.3773,192.3902,77.7317,428.4146,26.7361,n
129.3631,258.8274,119.7157,731.8274,15.2298,n
128.1239,178.4601,74.3498,270.2433,15.5434,n
136.4479,201.4605,90.0132,497.7500,25.8549,n
106.4630,181.5294,74.8824,271.7059,13.0702,n
118.5484,272.7705,134.1639,765.7705,25.5240,n
116.9638,189.1579,78.8421,366.5789,22.9539,n
119.0180,188.3333,82.4762,354.6667,21.7178,n
123.7363,280.2591,132.7720,826.0933,19.9026,n
131.3426,202.8462,88.2885,362.9423,20.9806,n
127.8449,183.8261,78.1832,198.6056,10.5796,n
136.1424,181.4762,74.8095,329.1905,10.3720,n
132.7209,188.0116,80.1163,358.1512,26.4772,n
119.0610,287.6765,140.1471,872.9412,16.5047,n
128.8581,193.2840,82.1975,444.5926,30.9665,n
126.0751,184.1818,79.3636,309.1818,7.4390,n
132.5248,186.0976,79.8293,397.4390,24.7670,n
134.5351,201.1190,89.7024,505.4286,33.9317,n
123.5957,209.9552,92.2090,601.9701,33.2406,n
119.7806,212.8000,89.5500,389.3500,35.3375,n
121.6574,202375.0000,90.6944,558.0278,30.3717,n
116.3471,207.3088,91.1912,540.8676,38.5862,n
124.8193,240.5000,113.1000,753.2500,14.9486,n
128.5252,198.8579,87.9290,487.3333,31.0998,n
123.1667,249.0833,116.5000,930.5000,17.7879,n
131.3395,267.3038,127.8734,791.7089,20.7659,n
112.7792,207.2000,90.3667,560.0667,34.2494,n
118.8333,242.9048,111.5238,594.9524,26.8103,n
145.1126,204.7143,85.7143,495.0714,22.2858,n
133.5096,187.4348,77.5000,354.2174,17.5247,n
83.5781,193.0000,85.5000,421.5000,4.1458,n
111.5625,206.1579,89.2105,542.3684,44.0628,n
138.2031,241.5000,109.0000,557.7500,42.2907,n
124.8609,252.4167,124.2500,595.1667,26.5612,n
125.8281,228.2500,102.0000,388.5000,28.7967,n
132.9133,211.7561,98.0732,330.9268,12.6327,n
134.5162,191.5143,80.9714,387.6000,24.1197,n
112.5974,206.5833,92.0833,526.8333,25.9052,n
126.1021,261.8977,130.8295,679875.0000,26.4501,n
113.5956,274.3500,132.4000,694.6500,21.4995,n
108.2695,280.0000,130.5000,809.7500,12.6318,n
132.3789,230.8333,117.5833,475.0833,38.9665,n
131.1543,186.0303,76.8030,323.5152,18.7627,n
119.9917,199.0909,84.8990,391.1111,25.0220,n
114.3438,292.1667,164.1667,640.8333,53.0494,n
104.5946,196.2857,83.0714,385.0000,25.2667,n
123.9190,195.0100,84.0900,365.3000,25.9194,n
149.0417,275.6667,142.3333,672.0000,46.7098,n
135.8412,197.9775,86.5169,474.7416,25.8699,n
148.1602,193.0000,83.0000,376.5000,20.4817,n
112.1739,199.1304,89.3478,512.3043,38.2898,n
135.1064,244.2273,114.9053,634.7008,23.5391,n
123.9027,272.7813,130.8125,644.0000,20.3584,n
127.4921,178.7973,72.6757,215.3649,11.2073,n
128.5842,207.6800,96.7200,535.4400,35.6539,n
109125.0000,336.0000,190.0000,579.0000,87.3548,n
140.7569,194125.0000,80.2500,343625.0000,17.9903,n
0.0000,336.0000,190.0000,579.0000,0.0000,n
118.9169,204.3070,89.2018,509.0088,25.2400,n
116.2313,174.9000,75.2000,242.5000,40.8031,n
133.2129,176.1481,71.4074,237.6667,10.4893,n
147.8026,257.4737,116.9474,687.6316,11.6102,n
122.5669,206.3721,89.8605,494.9767,26.2386,n
138.6986,199.1304,87.4783,458.9130,8.8725,n
139.1730,194.7000,80.4000,388.9000,22.9085,n
95.7054,213.4286,94.5714,578.8571,14.7011,n
102.9167,208.6667,89.6667,501.3333,26.2974,n
132.5555,204.6463,85.6341,442.6951,35.4751,n
131.5701,206.1429,89.4762,453.0952,20.8683,n
127.1800,224.8351,99.2887,675.8866,8.5200,n
130.4038,180.6337,77.0465,270.4651,11.8574,n
132.0000,187.3333,78.6471,334.3725,20.4184,n
119.8118,208.8783,92.6609,526.9391,35.3552,n
131.3646,178.8101,73.8902,229.0059,14.6043,n
133.5236,211.5000,90.0000,464.1944,42.0495,n
116.6965,218.4412,95.3824,592.1176,32.6384,n
113.5770,202.8333,84.8542,490125.0000,28.7119,n
129.9531,192.8974,82.0128,313.5897,17.5056,n
110.6023,185.1818,80.2727,361.2727,49.7876,n
117.1604,212.5000,96.8429,404.6286,17.2811,n
129.5350,188.8143,82.4857,214.2857,12.0059,n
142.2727,205.1818,91.7273,457.1818,15.6485,n
136.6988,198.0385,85.1923,310.1154,9.7232,n
127.8722,208.5161,95.9677,377.7742,28.8644,n
126.8952,185.2400,81.2400,269.2000,24.2901,n
128.7889,199.1765,89.5588,350.4118,18.3269,n
145.9313,199.9000,89.9000,476.1000,10.3097,n
129.9422,176625.0000,74.1875,210.4554,9.8498,n
110.4375,204.0000,87.5909,509.6364,28.0096,n
120.6304,206.2069,99.1724,529.6207,21.6714,n
130.6227,178.1756,76.1374,262.5802,16.4067,n
139.2668,210.8387,93.6774,548.5806,33.9150,n
106.4074,204.0588,91.4118,571.8824,24.0267,n
132.3170,190.8814,80.5593,338.4746,24.5918,n
120.0991,211.9655,91.8276,557.9655,21.4782,n
86.6170,197.0000,78.3333,324.0000,9.5336,n
107.5818,214.2857,97.2857,565.7143,23.5845,n
107.9545,188.3636,79.4545,318.3636,26.9986,n
119.4352,211.3704,97.9259,433.7778,23.0039,n
107.5667,197.0000,86.1176,441.7059,31.6542,n
132.9176,187.5437,80.8641,231.2524,17.2180,n
123.9638,190.9474,88.8947,416.3684,35.8392,n
144.5235,180.0833,82.6458,327.6667,13.9298,n
125.2431,180.6667,91.6667,338.3333,21.7364,n
115.2667,185.5294,76.5882,293.4118,18.6546,n
109.3693,215.4000,95.9600,637.2800,33.6187,n
127.1360,178.9429,75.8000,239.7429,22.0609,n
143.3138,204.3704,92.4815,532.1852,23.8452,n
120.9509,198.0241,83.1687,419.9036,42.2443,n
134.0620,184.3906,80.0000,323.8281,18.1520,n
138.8083,190.4828,81.7672,345.6897,22.1460,n
125.6265,240.8682,117.0853,511.0078,19.8476,n
113.7079,206.5778,92.1556,398.4444,17.6944,n
123.5596,221.3636,99.0909,578.7143,28.0040,n
117.7827,233.4217,113.6506,522.4458,21.3795,n
134.6781,196.3821,83.6423,341.7805,22.7885,n
128.9598,200.9744,86.1795,369.4615,23.2273,n
121.6404,204.0833,93.1667,415.6667,24.5254,n
150.6719,240.7500,122.2500,519.2500,20.0121,n
140.5833,209.0000,96.0000,475.3333,32.8748,n
118.6014,234.8889,115.8333,675.5000,34.0550,n
122.5930,201.9221,89.1429,392.3377,24.1632,n
127.2916,216.5217,96.9783,473.2826,30.1061,n
119.3233,232.0178,109.6982,542.0888,22.3504,n
126.9769,242.2237,113.4737,602.1579,21.8131,n
122.0213,201.2727,89.7662,427.3636,20.5786,n
106.4286,242.5714,123.8571,610.8571,28.3081,n
152.2847,234.2222,111.2222,554.0000,21.9190,n
138.2626,203.4054,93.7838,403.6667,21.4428,n
120.2455,224.0238,112.1429,475.9048,17.4048,n
139.3926,206.6563,96.0000,423.4688,22.1167,n
118.1242,236.2051,101.9231,654.0000,23.5049,n
159.3203,238.5000,113.5000,522.5000,11.7360,n
109.5389,240.7143,114.3333,632.3810,19.3472,n
136.3043,236.3478,110.3478,605.8261,36.1372,n
125.5884,211.2308,100.6154,471.5385,27.3950,n
129.8721,209.5571,96.7429,425.8857,27.7577,n
128.2555,202.1395,91.4070,541.4302,18.0763,n
121.0884,215.5410,98.5410,468.6230,13.6977,n
137.1650,205.7692,91.9615,375.0385,25.8241,n
103.0383,243.1304,115.9130,579.3043,19.4598,n
112.8047,192.7500,93.7500,350.7500,49.3481,n
101.2917,201.1111,82.1111,384.1111,8.1786,n
130.2609,239.5652,116.9565,531.6957,19.7472,n
126.1158,222.6111,108.7500,452.0556,19.2361,n
132.1322,185.6423,82.1951,274.6179,13.8830,n
127.4038,194.4458,85.0482,348.6867,17.5306,n
136.7203,195.8269,89.1346,416.0192,19.9737,n
114.5357,213.3333,97.6190,563.7619,15.4538,n
128.6059,214.6636,99.2897,597.5794,41.0443,n
119.0845,208.2000,94175.0000,424975.0000,24.9695,n
138.7615,214.2195,94.0488,482.3415,29.1715,n
115.2883,218.7222,95.6389,620.8333,21.9801,n
121.8291,214.0400,92.6800,516.5600,32.0154,n
134.3686,221.8922,102.4216,516.9314,33.6909,n
107.8036,198.9286,89.5000,578.5000,12.7151,n
125.3344,207.2414,88.9655,405.2931,23.1047,n
115.8378,207.3736,92.9121,460.3297,23.8035,n
127.1979,219.2222,101.0000,517.0000,19.9036,n
136.2666,206.8824,88.7500,579.8971,23.0081,n
137.1273,208.2885,92.9038,476.5192,21.4355,n
135.2187,194.8953,84.3721,393.5930,22.9193,n
134.6145,208.1417,92.7917,448.6000,29.4484,n
100.5000,212.5455,88.2727,546.6364,13.2272,n
126.6111,219.4074,98.8889,503.5926,17.9458,n
122.0931,229.1923,109.9846,557.0308,20.2318,n
132.8762,200.1868,88.8242,476.0330,28.9531,n
125.9242,228.0847,106.4576,599.4576,27.6901,n
134.1552,197.7429,85.3429,449.3714,24.4909,n
133.6512,194.8382,85.8971,327.1176,19.4792,n
121.3892,203.2927,91.7398,416.7561,16.5321,n
116.9196,195.3125,85.1875,415.8438,31.5182,n
107.2772,241.7778,114.3889,673.1111,15.1149,n
97.9818,199.7143,85.1429,364.2857,21.4057,n
129.2688,278.4167,160.4167,378.5000,16.3297,n
121.6149,233.4235,116.0471,562.4353,22.9733,n
138.2053,228.8077,112.5385,559.2308,14.7261,n
122.9779,198.9091,90625.0000,509.3977,33.3395,n
108.5707,233.6400,112.2000,590.3600,20.7519,n
134.9064,195.7551,87.9796,401.2143,21.7021,n
121.1405,211.1324,93.0147,535.8676,18.0152,n
143.7086,220.8947,100.6842,560.6316,20.7678,n
134.3484,216.0928,101.8247,473.2062,20.1515,n
124.7263,212.6966,99.5034,507.8621,26.1247,n
125.4125,251.5000,132.9500,506.2000,22.0366,n
109.6439,230.9615,112.8077,635.1154,15.4769,n
118.6768,217.1078,99.3431,620.5000,18.5681,n
135.2848,210.2958,93.1690,446.2676,29.2757,n
102.7000,213.2000,100.6000,492.0000,18.1652,n
131.9306,267.7857,138.0357,424.8571,15.4746,n
125.6643,314.5496,198.6031,265.6031,16.1371,n
144.5958,215.0952,100.8095,497.9524,12.1433,n
157.0724,204.2105,87.2632,578.7368,10.4391,n
125.7722,234.5930,116.3605,534.0814,26.9392,n
125.1625,209.9000,92.6000,592.4000,20.3657,n
110.9575,212.7742,93.6129,475.9032,28.2339,n
127.6561,209.3492,91.5714,568.9841,31.4336,n
133.6642,213.0980,95.0392,600.0000,24.1431,n
138.4755,200.4130,93.3696,403.6739,13.3713,n
111.4470,225.3636,103.9091,579.8788,25.2200,n
138.9684,259.0000,130.2500,476.0000,14.1001,n
137.9156,225.1026,102.6410,595.8718,27.6943,n
120.4331,222.5517,100.8552,577.8276,26.0961,n
120.7902,199.4286,94.0714,402.1429,17.6664,n
111.1729,223.6667,99.4583,710.0000,15.7841,n
110.2815,212.1053,95.2632,591.7895,30.4810,n
136.5426,211.1667,96.0000,515.7500,35.2738,n
117.5552,212.8851,93.3908,623.3678,20.1644,n
134.1578,222.1515,98.4545,714.6364,21.5040,n
136.0000,207.2045,91.6591,476.8636,28.0725,n
120.1344,217.5968,98.1290,503.1935,21.8318,n
127.1295,309.8651,188.5159,315.2143,19.5791,n
130.5852,202.2857,87.1429,336.7143,18.5828,n
128.6200,203.0737,87.5684,511.9789,22.3143,n
110.7904,222.7647,102.4706,636.9412,20.2425,n
105.1854,219.5263,98.6842,693.4211,24.1301,n
135.6610,215.6364,91.0000,572.4545,40.3931,n
127.6274,212.1654,96.2932,477.9323,21.4467,n
137.1693,203.8929,85.2857,354.6071,23.8825,n
116.9213,215.7143,97.2857,532.2286,30.0747,n
117.1595,239.0635,115.2222,620.3492,26.6363,n
122.6385,209.7849,91.9462,576.5161,26.8313,n
116.2453,201275.0000,87.1000,407275.0000,17.4249,n
129.8432,223.7705,102.6066,647.3443,23.7872,n
133444.0000,279.0000,169.5000,392.0000,8.6350,n
138.4327,218.0769,98.1154,556.9615,27.8848,n
137.4580,249.3333,132.1111,575.6111,16.5243,n
112.9038,215.5833,94.1944,670.1389,22.3538,n
105.4063,340.8333,228.2778,253.6111,11.5047,n
124.7677,212.6122,91.2041,650.6122,18.7559,n
138.7435,194.8056,84.0417,470625.0000,27.8895,n
125.7356,207.1020,90.1429,605.7143,24.3373,n
135.3034,206.1429,87.1429,402.1429,24.6410,n
138.6923,204.4444,89.4074,509.7407,17.1858,n
132.6962,322.4207,202.6552,271.6345,9.6951,n
132.0252,208.2164,89.5746,577.6716,35.2215,n
123.2687,287.3854,174.4479,332.1563,18.3263,n
111.8092,205.6842,89.8421,564.9474,23.3394,n
121.5037,198.8824,85.8824,509.5882,17.7980,n
128.0043,258.2444,132.6222,397.4444,17.9963,n
109.8951,201.8889,96.9444,486.1667,14.4778,n
140.6166,208.0000,96.2432,448.2703,20.8566,n
132.2764,212.1696,95.0804,620.8571,30.8522,n
125.8459,212.1000,98525.0000,661.6500,33.6912,n
134.9087,212.3333,95.8974,450.7607,25.4569,n
118.8655,229.3333,103.9333,518.0667,31.4320,n
141.7842,204.0857,88.8286,606.4000,31.1315,n
131.6992,212.8298,96.0213,512.5319,31.4314,n
107.3946,208.1429,92.5714,616.7500,30.4653,n
135.5842,212.1984,92.6190,640.6190,31.7260,n
104.3080,206.0714,81.0000,533.0000,16.3783,n
128.5109,215.6087,95.6087,776.5435,33.2226,n
112.7031,327.7500,204.6667,265.6667,10.2263,n
111.3684,209.8710,93.2581,726.3871,38.4254,n
118.6466,222.2151,97.6882,682.4946,28.2717,n
106.6038,235.4000,120.4000,436.6000,22.3484,n
115.8761,226.4643,105.5357,862.2857,26.5874,n
119.1555,257.4419,118.9884,914.4419,29.9032,n
134.2801,235.9759,109.8434,559.6145,30.2109,n
123.2001,271.5689,130.5956,847.7289,27.9001,n
118.1503,241.8814,118.8814,728.2373,36.6773,n
128.4845,258.3333,120.5556,867.5926,29.7961,n
123.5194,308.2500,190.2955,206.6818,17.0978,n
125.5807,295.0526,173.5564,281.4812,19.0258,n
129.9410,244.1481,121.8889,561.3889,20.9076,n
125.0636,228.6875,113.4063,451.5625,25.1501,n
106.8438,262375.0000,128.0625,837.2500,23.9236,n
135.7970,245.2174,110.4348,788.4130,21.0385,n
113.5039,235.0208,111.4167,636.1667,25.2143,n
122.1327,263.5902,142.5082,585.7869,26.5374,n
125.7804,234.1724,115.2069,451.1034,27.7249,n
128.7985,229.4242,116.0000,403.6061,26.5787,n
135.0858,223.3846,114.5641,363.7179,20.5621,n
107.8182,276.0000,123.0000,923.0000,20.6530,n
116.8497,254.7297,116.1351,776.4324,30.5468,n
112.0119,257.6604,120.8302,871.3774,28.0392,n
112.7366,261.2571,126.5429,803.9143,21.7484,n
124.8690,242.0588,122.8529,499.0294,23.6441,n
139.7592,258.4146,121.7561,819.1220,33.4554,n
133.9595,259.7111,125.0667,758.2222,34.4141,n
129.1753,204.5000,98.7500,166.5000,7.6883,n
131.3355,207.0000,97.1053,264.1053,21.2116,n
110.3295,229.0909,108.7727,564.8636,15.5933,n
101275.0000,273.0000,124.0000,924.2000,22.6751,n
121.0135,256.7692,115.2308,708.9692,22.7860,n
129.4013,244.9123,116.1579,761.8772,34.9493,n
139.1607,221.5714,107.5000,510.0714,20.4282,n
119.4728,266.2881,140.0847,463.2203,15.7116,n
131.0958,264.9667,127.2000,844.9667,19.0140,n
135.0709,247.5366,133.7073,208.7805,19.8900,n
134.0039,213.9063,99.2188,427.4375,26.2069,n
135.5000,225.0282,106.2535,551.5070,33.1995,n
132.1087,206.0000,97.0000,399.0000,0.4714,n
129.4366,223.0588,109.2353,467.4706,29.2855,n
130.6540,193.2372,88.7821,234.2179,16.3778,n
127.8972,216.7833,102.3167,360.6167,28.1845,n
120.3091,253.5161,121.6774,692.0645,34.1154,n
135.5366,252.1136,131.3864,649.1591,16.3274,n
124275.0000,264.8000,130.8000,773.8000,11.8760,n
137.5986,231.4231,111.6923,586.7308,37.2001,n
136.3322,237.6111,119.1667,515.3333,37.7754,n
122.8482,243.0714,122.5000,539.1429,28.8087,n
141.3046,213.1818,104.7273,341.3636,13.5610,n
118.4296,242.5556,114.1389,483.9167,26.2334,n
120.2294,239.2558,111.3721,625.4884,30.1308,n
115.4552,237.0370,106.2963,527.2222,13.6663,n
133.1189,247.6047,127.6744,557.5814,16.9030,n
125.3921,235.3051,114.2881,651.3898,39.0075,n
116.6807,237.5556,113.2037,705.7778,28.1286,n
139.5928,253.1538,122.4231,757.3462,28.3504,n
130.0624,194.2333,87.2000,252.0667,15.6687,n
134.5217,238.1154,119.5769,595.0385,40.1468,n
139.7270,244.3636,111.5455,866.3636,32.3274,n
115.2122,243.1081,112.3784,876.4324,28.6700,n
137.6942,240.2917,107.3958,852.1875,32.3857,n
116.6073,240.4944,109.6966,846.6966,32.6900,n
97075.0000,251.4000,122.8000,635.1000,11.6516,n
114.5709,218.3958,99.5208,448.7292,12.3530,n
131.0349,197.8254,88.9365,332.5873,24.4355,n
133.6901,214.4545,95.4848,415.3333,11.8854,n
125.2979,253.7090,143.8284,470.2761,17.9452,n
134.7567,245.9333,127.1111,562.1778,14.6745,n
134.7636,241.8378,110.9730,782.3108,24.1021,n
132.3726,229.3077,109.6923,584.1538,24.5740,n
117.2115,244.9565,154.8261,389.8696,28.6703,n
130.1452,188.7742,89.9355,414.9355,36.4470,n
120.0378,244.7722,117.5889,836.4889,22.9790,n
136.0053,289125.0000,165.0833,428.1667,15.3622,n
129.0405,238.9070,117.1783,643.4031,24.3901,n
117.1099,286.4167,163.8333,430.6667,25.0847,n
132.1428,228.0733,112.9667,425.2200,15.2081,n
123.1150,242.7786,123.1679,452.4427,12.3070,n
137.4582,235.4242,107.3030,775.4242,34.9581,n
107.1458,243.0000,111.1667,683.7500,18.8407,n
134.7280,246.7241,115.8276,673.1494,23.4541,n
134.9480,268.3407,131.3297,747.2308,23.1872,n
129.2955,236.0000,127.0000,339.0000,24.4067,n
129.7169,265.1786,147.5000,231.9286,14.8628,n
115.1619,224.4314,121.3137,421.7059,17.5612,n
115.7631,261.4248,129.4602,771.0354,27.3424,n
127.1559,207.0943,104.6321,339.5094,23.4404,n
136.0543,201.0556,93.9444,188.3333,13.4503,n
139.6494,231.9412,106.8824,753.6471,41.8292,n
131.7711,200.4638,100.3043,240.1014,16.0076,n
127.4454,227.6615,110.4923,445.2615,18.3569,n
123.4244,282.4231,190.1923,427.4423,19.8210,n
128.3294,250375.0000,121375.0000,914125.0000,20.6505,n
168.7604,228.5000,104.6667,769.8333,9.4413,n
129.2101,252.3478,114.2261,780.2174,23.8858,n
117.6705,239.5846,112.3692,803.4769,26.7245,n
122.0872,284.0000,176.0769,303.7885,24.5438,n
130.2500,256.4769,153.1692,429.7077,23.3713,n
118.3402,238.4452,114.2740,762.4521,19.1105,n
124.9350,233.4144,108.6847,789.2072,24.1447,n
97.8194,244.1111,118.3333,882.3333,14.3096,n
136.5414,268.6804,130.2887,738.7629,14.3338,n
137.1496,208.0000,104.9231,366.0549,32.8009,n
90.3462,258.0000,159.2000,425.6000,21.7752,n
147.3207,234.6087,107.6522,768.6522,28.5762,n
135.5631,231.4340,111.5472,767.1132,15.2162,n
119.8813,238.0385,109.8846,596.8141,20.0148,n
138.0095,239.5479,113.3836,495.0548,16.8361,n
149.6458,231.2500,100.9167,744.0833,26.0475,n
119.3037,200.4828,107.5172,405.2069,38.7919,n
129.6480,228.8929,108.4643,534.9821,19.4826,n
131.9480,228.2754,111.3913,544.9420,23.7747,n
114.0384,232.2174,108.6304,704.3261,14.0004,n
126.9480,243.2727,108.9545,687.0909,10.9270,n
